gid,year,barren_ih,capdist,forest_ih,gwno
49182,2010,,2480.495,,155
49183,2010,,2482.505,,155
49184,2010,,2485.117,,155
49185,2010,,2488.327,,155
49186,2010,100,2492.133,0,155
49898,2010,,2422.83,,155
49899,2010,,2422.414,,155
49900,2010,,2422.622,,155
49901,2010,99.99,2423.455,0,155
49902,2010,99.95,2424.913,0,155
49903,2010,99.97,2426.993,0,155
49904,2010,99.82,2429.696,0,155
49905,2010,100,2433.017,0,155
49906,2010,100,2436.955,0,155
49907,2010,99.99,2441.506,0,155
49908,2010,,2446.667,,155
50616,2010,,2369.986,,155
50617,2010,,2368.262,,155
50618,2010,99.83,2367.184,0,155
50619,2010,57.12,2366.752,0,155
50620,2010,70.33,2366.968,0,155
50621,2010,75.2,2367.83,0,155
50622,2010,79.81,2369.339,0,155
50623,2010,76.32,2371.493,0,155
50624,2010,46.92,2360.654,0,160
50625,2010,51.21,2348.736,0,160
50626,2010,46.79,2337.398,0,160
50627,2010,52.36,2326.65,0,160
50628,2010,50.68,2316.499,0,160
50629,2010,83.96,2306.955,0,160
50630,2010,,2298.024,,160
50631,2010,,2289.715,,160
50632,2010,,2282.034,,160
50633,2010,,2274.989,,160
51078,2010,,2285.228,,900
51334,2010,,2320.013,,155
51335,2010,,2316.896,,155
51336,2010,99.81,2314.444,0,155
51337,2010,99.67,2312.658,0,155
51338,2010,99.6,2311.542,0,155
51339,2010,52.61,2311.095,0,155
51340,2010,46.92,2311.319,0,155
51341,2010,35.31,2312.212,0,155
51342,2010,59.53,2313.774,0,155
51343,2010,76.04,2316.004,0,155
51344,2010,55.76,2309.242,0,160
51345,2010,36.56,2296.92,0,160
51346,2010,27.95,2285.195,0,160
51347,2010,15.68,2274.075,0,160
51348,2010,,2263.572,,160
51798,2010,,2233.983,,900
52053,2010,,2268.594,,155
52054,2010,99.38,2264.68,0,155
52055,2010,66.41,2261.451,0,155
52056,2010,54.7,2258.912,0,155
52057,2010,51.85,2257.063,0,155
52058,2010,42.98,2255.906,0,155
52059,2010,21.24,2255.443,0,155
52060,2010,,2255.675,,155
52061,2010,0,2256.6,0,155
52062,2010,0,2258.218,0,155
52063,2010,0,2260.528,0,155
52064,2010,0,2258.028,0,160
52065,2010,0,2245.285,0,160
52066,2010,,2233.155,,160
52772,2010,,2218.183,,155
52773,2010,,2213.422,,155
52774,2010,99.67,2209.367,0,155
52775,2010,57.94,2206.022,0,155
52776,2010,22.4,2203.39,0,155
52777,2010,0,2201.474,0,155
52778,2010,0,2200.275,0,155
52779,2010,,2199.796,,155
52780,2010,0,2200.035,0,155
52781,2010,0,2200.994,0,155
52782,2010,0,2202.672,0,155
52783,2010,0,2205.065,0,155
52784,2010,0,2207.023,0,160
53491,2010,,2168.872,,155
53492,2010,,2163.212,,155
53493,2010,2.77,2158.279,0,155
53494,2010,46.75,2154.076,0,155
53495,2010,9.56,2150.608,0,155
53496,2010,0,2147.879,0,155
53497,2010,0,2145.893,0,155
53498,2010,0,2144.65,0,155
53499,2010,0,2144.153,0,155
53500,2010,0,2144.402,0,155
53501,2010,0,2145.396,0,155
53502,2010,0,2147.135,0,155
53503,2010,0,2149.616,0,155
53504,2010,,2156.243,,160
53979,2010,,1339.601,,920
54210,2010,,2120.759,,155
54211,2010,42.65,2114.147,0,155
54212,2010,0,2108.28,0,155
54213,2010,0,2103.165,0,155
54214,2010,0,2098.807,0,155
54215,2010,0,2095.21,0,155
54216,2010,0,2092.38,0,155
54217,2010,0,2090.32,0,155
54218,2010,0,2089.031,0,155
54219,2010,0,2088.515,0,155
54220,2010,0,2088.773,0,155
54221,2010,0,2089.804,0,155
54222,2010,0,2135.875,0,160
54223,2010,0,2120.47,0,160
54224,2010,,2105.703,,160
54699,2010,,1287.583,,920
54930,2010,,2066.331,,155
54931,2010,,2059.475,,155
54932,2010,,2053.39,,155
54933,2010,0,2048.083,0,155
54934,2010,28.38,2043.562,16.52,155
54935,2010,0,2039.83,0,155
54936,2010,0,2036.893,0,155
54937,2010,0,2175.562,0,160
54938,2010,0,2156.596,0,160
54939,2010,0,2138.205,0,160
54940,2010,0,2120.404,0,160
54941,2010,0,2103.21,0,160
54942,2010,0,2086.638,0,160
54943,2010,,2070.703,,160
55650,2010,,2011.971,,155
55651,2010,0,2004.858,0,155
55652,2010,0,1998.543,0,155
55653,2010,17.94,1993.036,0,155
55654,2010,41.9,1988.342,19.94,155
55655,2010,0,1984.468,10.27,155
55656,2010,0,2149.741,1.81,160
55657,2010,0,2129.595,6.83,160
55658,2010,0,2110.018,0,160
55659,2010,0,2091.025,0,160
55660,2010,0,2072.633,0,160
55661,2010,0,2054.86,0,160
55662,2010,0,2037.721,0,160
55663,2010,,2021.234,,160
56369,2010,,1965.887,,155
56370,2010,,1957.685,,155
56371,2010,0,1950.301,0,155
56372,2010,0,1943.745,0,155
56373,2010,52.01,1938.026,0,155
56374,2010,82.15,1933.15,2.99,155
56375,2010,2.62,1929.126,12.5,155
56376,2010,0,2104.872,9.01,160
56377,2010,0,2084.085,10.49,160
56378,2010,0,2063.875,0,160
56379,2010,0,2044.258,0,160
56380,2010,0,2025.253,0,160
56381,2010,0,2006.877,0,160
56382,2010,0,1989.149,0,160
56852,2010,,1259.877,,920
56853,2010,,1239.051,,920
57090,2010,0,1903.478,0,155
57091,2010,0,1895.809,0,155
57092,2010,5.34,1888.998,0,155
57093,2010,82.61,1883.055,0,155
57094,2010,52.43,2105.082,0,160
57095,2010,3.88,2082.523,12.81,160
57096,2010,0,2060.511,3.67,160
57097,2010,9.04,2039.063,1.62,160
57098,2010,0,2018.197,1.63,160
57099,2010,0,1997.934,0,160
57100,2010,0,1978.292,0,160
57101,2010,8.19,1959.29,0,160
57102,2010,16.82,1940.948,0,160
57103,2010,0,1923.286,0,160
57104,2010,,1906.322,,160
57105,2010,,1890.078,,160
57809,2010,,1858.206,,155
57810,2010,0,1849.357,0,155
57811,2010,11.3,1841.386,0,155
57812,2010,0,1834.306,0,155
57813,2010,82.43,1828.127,0,155
57814,2010,72.33,2062.646,0,160
57815,2010,5.52,2039.395,0.76,160
57816,2010,13.48,2016.693,0,160
57817,2010,7.49,1994.56,0,160
57818,2010,5.11,1973.016,0.31,160
57819,2010,5.37,1952.083,0.1,160
57820,2010,12.31,1931.779,0,160
57821,2010,13.45,1912.125,0,160
57822,2010,13.73,1893.144,0,160
57823,2010,0,1874.856,0,160
57824,2010,5.42,1857.281,0,160
57825,2010,0,1840.442,0,160
58318,2010,,988.5841,,920
58529,2010,0,1804.529,0,155
58530,2010,0,1795.329,0,155
58531,2010,2.67,1787.04,0,155
58532,2010,10,1779.675,0,155
58533,2010,81.36,1773.245,0,155
58534,2010,91.7,2020.831,0,160
58535,2010,16.76,1996.865,10.35,160
58536,2010,7.51,1973.452,6.36,160
58537,2010,0,1950.612,0.05,160
58538,2010,9.69,1928.367,0,160
58539,2010,9.78,1906.738,0,160
58540,2010,10.06,1885.747,0,160
58541,2010,0,1865.417,0,160
58542,2010,5.48,1845.769,0,160
58543,2010,0,1826.827,0,160
58544,2010,0,1808.614,0,160
58545,2010,0,1791.152,0,160
59249,2010,,1750.974,,155
59250,2010,0,1741.403,0,155
59251,2010,0,1732.777,0,155
59252,2010,9.38,1725.109,0,155
59253,2010,85.9,1718.414,0,155
59254,2010,87.64,1712.701,0,155
59255,2010,22.15,1707.982,10.48,155
59256,2010,24.86,1930.828,7.33,160
59257,2010,18.92,1907.258,0.76,160
59258,2010,5.3,1884.286,0,160
59259,2010,7.52,1861.937,0,160
59260,2010,0,1840.233,0,160
59261,2010,0,1819.198,0,160
59262,2010,7.89,1798.856,0,160
59263,2010,18.49,1779.232,0,160
59264,2010,17.31,1760.351,0,160
59265,2010,15.82,1742.237,0,160
59266,2010,3.01,1724.915,0,160
59267,2010,,1708.411,,160
59969,2010,,1697.552,,155
59970,2010,0,1687.588,0,155
59971,2010,4.66,1678.604,0,155
59972,2010,12.18,1670.615,0,155
59973,2010,71.89,1663.637,0,155
59974,2010,67.8,1657.682,0,155
59975,2010,10.19,1652.762,30.2,155
59976,2010,18.76,1888.861,14.56,160
59977,2010,0,1864.537,1.46,160
59978,2010,2.82,1840.815,0,160
59979,2010,2.74,1817.719,0,160
59980,2010,14.44,1795.274,0,160
59981,2010,0,1773.506,0,160
59982,2010,0,1752.441,0,160
59983,2010,2.74,1732.105,0,160
59984,2010,30.15,1712.525,0,160
59985,2010,32.48,1693.728,0,160
59986,2010,8.24,1675.74,0,160
59987,2010,0,1658.589,0,160
59988,2010,0,1642.302,0,160
59989,2010,,1626.905,,160
60690,2010,,1633.894,,155
60691,2010,0,1624.529,0,155
60692,2010,36.09,1616.2,0,155
60693,2010,57.74,1608.921,0,155
60694,2010,59.35,1602.707,26.68,155
60695,2010,26.87,1597.571,30.97,155
60696,2010,29.9,1847.597,3.43,160
60697,2010,9.99,1822.495,2.09,160
60698,2010,9.98,1797.996,0,160
60699,2010,5.37,1774.128,0,160
60700,2010,10.32,1750.915,0,160
60701,2010,0,1728.385,0,160
60702,2010,5.37,1706.566,0,160
60703,2010,0,1685.486,0,160
60704,2010,8.24,1665.175,0,160
60705,2010,24.55,1645.661,0,160
60706,2010,0,1626.974,0,160
60707,2010,0,1609.143,0,160
60708,2010,0,1592.197,0,160
60709,2010,0,1576.166,0,160
61411,2010,,1570.564,,155
61412,2010,86.88,1561.87,0,155
61413,2010,79.85,1554.27,0,155
61414,2010,70.61,1547.78,13.51,155
61415,2010,21.38,1542.414,22.24,155
61416,2010,0,1538.185,14.46,155
61417,2010,13.5,1781.178,0.09,160
61418,2010,18.78,1755.879,0,160
61419,2010,5.37,1731.209,0,160
61420,2010,2.68,1707.2,0,160
61421,2010,14.38,1683.878,0,160
61422,2010,0,1661.273,0,160
61423,2010,2.74,1639.418,0,160
61424,2010,10.96,1618.341,0,160
61425,2010,0,1598.076,0,160
61426,2010,0,1578.653,0,160
61427,2010,0,1560.105,0,160
61428,2010,0,1542.464,0,160
61429,2010,0,1525.763,0,160
61896,2010,0,866.6701,1.69,920
61897,2010,,841.4763,,920
62129,2010,,1538.217,,155
62130,2010,99.56,1526.919,0,155
62131,2010,44.27,1516.718,0,155
62132,2010,55.35,1507.635,0,155
62133,2010,81.38,1499.691,0,155
62134,2010,79.77,1492.906,9.34,155
62135,2010,14.02,1487.294,44.15,155
62136,2010,13.47,1482.87,19.69,155
62137,2010,7.95,1740.639,0.18,160
62138,2010,23.43,1714.512,0,160
62139,2010,0,1689.016,0,160
62140,2010,0,1664.18,0,160
62141,2010,5.49,1640.035,0.1,160
62142,2010,5.48,1616.613,0,160
62143,2010,2.56,1593.946,0,160
62144,2010,0,1572.069,0,160
62145,2010,0,1551.015,0,160
62146,2010,0,1530.819,0,160
62147,2010,,1511.516,,160
62356,2010,,2482.531,,560
62616,2010,0,826.7766,1.69,920
62617,2010,0,800.0835,8.62,920
62618,2010,,774.5334,,920
62619,2010,,750.2443,,920
62620,2010,,727.3433,,920
62850,2010,,1473.667,,155
62851,2010,71.13,1463.004,0,155
62852,2010,70.41,1453.505,0,155
62853,2010,61.79,1445.193,0,155
62854,2010,90.88,1438.09,0,155
62855,2010,56.99,1432.214,34.47,155
62856,2010,15.64,1427.579,25.22,155
62857,2010,2.59,1424.199,9.66,155
62858,2010,0,1673.953,1.02,160
62859,2010,0,1647.601,0.05,160
62860,2010,0,1621.91,0,160
62861,2010,0,1596.91,0,160
62862,2010,9.73,1572.637,0,160
62863,2010,0,1549.125,0,160
62864,2010,8.17,1526.41,0.05,160
62865,2010,0,1504.529,0,160
62866,2010,,1483.519,,160
63333,2010,,879.1677,,920
63334,2010,0,848.2108,42.77,920
63335,2010,0,818.0498,51.19,920
63336,2010,0,788.777,0,920
63337,2010,0,760.496,0,920
63338,2010,0,733.3229,0,920
63339,2010,0,707.3864,0,920
63340,2010,0,682.8282,0,920
63341,2010,,659.8035,,920
63570,2010,,1420.595,,155
63571,2010,99.34,1409.437,0,155
63572,2010,98.91,1399.491,0,155
63573,2010,50.36,1390.784,0,155
63574,2010,91.48,1383.339,0,155
63575,2010,75.16,1377.178,0,155
63576,2010,0,1372.317,38.58,155
63577,2010,0,1368.771,18.34,155
63578,2010,0,1634.259,8.45,160
63579,2010,0,1607.026,0,160
63580,2010,0,1580.449,0,160
63581,2010,2.64,1554.563,0,160
63582,2010,0,1529.405,0.08,160
63583,2010,6.13,1505.01,0,160
63584,2010,0,1481.419,0.41,160
63585,2010,0,1458.67,2.74,160
63586,2010,,1436.805,,160
64053,2010,,847.9627,,920
64054,2010,0,815.5334,68.79,920
64055,2010,0,783.8337,48.45,920
64056,2010,0,752.9568,50.82,920
64057,2010,0,723.0095,47.84,920
64058,2010,0,694.1132,0,920
64059,2010,0,666.4058,0,920
64060,2010,0,640.0427,0,920
64061,2010,0,615.1978,0,920
64062,2010,,592.0633,,920
64291,2010,,1356.033,,155
64292,2010,99.29,1345.607,0,155
64293,2010,46.78,1336.473,0,155
64294,2010,68.79,1328.66,0,155
64295,2010,69.12,1322.191,0,155
64296,2010,0,1317.085,57.62,155
64297,2010,0,1313.359,28.84,155
64298,2010,0,1595.497,12.51,160
64299,2010,0,1567.354,1.57,160
64300,2010,0,1539.863,0,160
64301,2010,5.12,1513.059,0,160
64302,2010,2.75,1486.98,0,160
64303,2010,2.76,1461.667,0,160
64304,2010,10.34,1437.159,0,160
64305,2010,20.11,1413.501,0,160
64306,2010,0,1390.736,0,160
64307,2010,0,1368.909,0,160
64308,2010,,1348.067,,160
64309,2010,,1328.257,,160
64774,2010,,785.4211,,920
64775,2010,0,752.161,51.34,920
64776,2010,0,719.6406,50.83,920
64777,2010,0,687.9662,21.83,920
64778,2010,0,657.2612,0,920
64779,2010,0,627.669,0,920
64780,2010,0,599.3558,0,920
64781,2010,0,572.5123,0,920
64782,2010,0,547.3558,6.09,920
64783,2010,,524.1304,,920
65010,2010,,1315.074,,155
65011,2010,99.94,1302.813,0,155
65012,2010,99.36,1291.868,0,155
65013,2010,99.35,1282.274,0,155
65014,2010,99.71,1274.062,0,155
65015,2010,50.65,1267.259,0,155
65016,2010,5.46,1261.888,66.8,155
65017,2010,0,1257.967,0,155
65018,2010,0,1557.734,17.32,160
65019,2010,0,1528.657,1.54,160
65020,2010,0,1500.222,1.58,160
65021,2010,2.58,1472.468,0.59,160
65022,2010,18.17,1445.434,0.96,160
65023,2010,25.62,1419.164,0,160
65024,2010,5.28,1393.699,0,160
65025,2010,2.74,1369.088,0,160
65026,2010,16.16,1345.377,0,160
65027,2010,0,1322.614,0,160
65028,2010,0,1300.852,0,160
65029,2010,0,1280.142,0,160
65030,2010,,1260.535,,160
65495,2010,,723.3648,,920
65496,2010,0,689.1905,40.78,920
65497,2010,0,655.7567,29.95,920
65498,2010,19.72,623.1839,4.68,920
65499,2010,0,591.6156,0,920
65500,2010,0,561.2226,0,920
65501,2010,0,532.2075,0,920
65502,2010,0,504.8089,0,920
65503,2010,,479.3053,,920
65527,2010,,765.975,,920
65528,2010,,803.086,,920
65731,2010,,1249.798,,155
65732,2010,99.27,1238.293,0,155
65733,2010,99.25,1228.2,0,155
65734,2010,99.5,1219.555,0,155
65735,2010,58.24,1212.389,0,155
65736,2010,10.75,1206.728,0,155
65737,2010,0,1202.595,44.89,155
65738,2010,0,1521.045,14.76,160
65739,2010,0,1491.008,9,160
65740,2010,0,1461.603,2.42,160
65741,2010,0,1432.867,0,160
65742,2010,0,1404.844,0.05,160
65743,2010,7.81,1377.579,0,160
65744,2010,0,1351.116,0.13,160
65745,2010,2.69,1325.507,0,160
65746,2010,5.79,1300.801,0,160
65747,2010,0,1277.052,0,160
65748,2010,0,1254.316,0,160
65749,2010,0,1232.649,0,160
65750,2010,0,1212.108,0,160
66216,2010,,662.0007,,920
66217,2010,0,626.8167,39.77,920
66218,2010,0,592.3591,42.4,920
66219,2010,0,558.7638,26.88,920
66220,2010,0,526.1973,0,920
66221,2010,0,494.8639,0,920
66222,2010,0,465.0141,0,920
66223,2010,0,436.9534,0,920
66224,2010,,411.0493,,920
66247,2010,,746.5734,,920
66248,2010,,784.9109,,920
66451,2010,,1197.016,,155
66452,2010,,1184.903,,155
66453,2010,,1174.268,,155
66454,2010,,1165.151,,155
66455,2010,37.54,1157.589,0,155
66456,2010,2.73,1151.612,0,155
66457,2010,0,1147.245,50.83,155
66458,2010,0,1485.508,18.65,160
66459,2010,0,1454.49,5.8,160
66460,2010,0,1424.087,0,160
66461,2010,2.74,1394.34,0,160
66462,2010,0,1365.295,0,160
66463,2010,0,1336.997,0,160
66464,2010,2.64,1309.495,0,160
66465,2010,0,1282.842,0,160
66466,2010,0,1257.092,0,160
66467,2010,0,1232.304,0,160
66468,2010,0,1208.536,0,160
66469,2010,0,1185.852,0,160
66470,2010,0,1164.314,0,160
66893,2010,,973.8334,,900
66894,2010,,963.523,,900
66895,2010,,955.0273,,900
66938,2010,,565.3177,,920
66939,2010,0,529.7081,32.26,920
66940,2010,0,494.9383,35,920
66941,2010,32.35,461.1995,0,920
66942,2010,0,428.7366,0,920
66943,2010,0,397.8632,0,920
66944,2010,0,368.9799,8.77,920
66945,2010,0,342.5912,0,920
66946,2010,0,319.3176,0,920
66947,2010,,299.8858,,920
67172,2010,97.82,1131.724,0,155
67173,2010,99.24,1120.498,0,155
67174,2010,,1110.865,,155
67175,2010,7.95,1102.869,0,155
67176,2010,5.29,1096.544,63.12,155
67177,2010,0,1483.786,47.27,160
67178,2010,0,1451.208,35.89,160
67179,2010,0,1419.188,4.78,160
67180,2010,2.65,1387.764,0,160
67181,2010,0,1356.979,0,160
67182,2010,0,1326.879,0,160
67183,2010,0,1297.511,0,160
67184,2010,0,1268.929,0,160
67185,2010,0,1241.187,0,160
67186,2010,0,1214.343,0,160
67187,2010,0,1188.46,0,160
67188,2010,0,1163.602,0,160
67189,2010,0,1139.836,0,160
67190,2010,0,1117.235,0,160
67191,2010,0,1095.869,0,160
67192,2010,,1075.814,,160
67612,2010,,933.4581,,900
67613,2010,0,920.6021,0,900
67614,2010,0,909.6022,46.93,900
67615,2010,0,900.5268,0,900
67616,2010,,893.4349,,900
67617,2010,,888.374,,900
67660,2010,,468.1989,,920
67661,2010,2.97,432.0734,25.18,920
67662,2010,5.48,396.9398,23.39,920
67663,2010,0,363.0876,0,920
67664,2010,0,330.9116,11.39,920
67665,2010,0,300.9512,18.35,920
67666,2010,0,273.9355,0,920
67667,2010,,250.8188,,920
67892,2010,,1078.787,,155
67893,2010,71.1,1066.912,0,155
67894,2010,,1056.713,,155
67895,2010,0,1048.239,0,155
67896,2010,5.4,1041.532,0,155
67897,2010,0,1451.807,51.54,160
67898,2010,0,1418.234,18.3,160
67899,2010,0,1385.195,0.98,160
67900,2010,7.66,1352.729,0,160
67901,2010,0,1320.881,0,160
67902,2010,0,1289.696,0,160
67903,2010,0,1259.225,0.37,160
67904,2010,0,1229.523,0,160
67905,2010,0,1200.646,0,160
67906,2010,0,1172.658,0,160
67907,2010,0,1145.623,0,160
67908,2010,0,1119.613,0,160
67909,2010,0,1094.7,0,160
67910,2010,0,1070.963,0,160
67911,2010,0,1048.481,0,160
67912,2010,0,1027.338,0,160
67913,2010,0,1007.618,0,160
68331,2010,0,897.0027,0,900
68332,2010,0,881.3975,32.63,900
68333,2010,0,867.6642,45.55,900
68334,2010,0,855.8931,53,900
68335,2010,0,846.1667,30.71,900
68336,2010,0,838.5565,28.59,900
68337,2010,,833.1204,,900
68382,2010,,370.7762,,920
68383,2010,0,333.9747,58.05,920
68384,2010,0,298.3773,50.81,920
68385,2010,0,264.4724,34.15,920
68386,2010,0,233.0011,21.31,920
68387,2010,0,205.0883,13.58,920
68388,2010,,182.3765,,920
68612,2010,,1026.126,,155
68613,2010,84.29,1013.541,0,155
68614,2010,10.65,1002.718,0,155
68615,2010,,993.7156,,155
68616,2010,27.25,986.5847,46.72,155
68617,2010,2.63,1421.258,52.08,160
68618,2010,0,1386.68,19.36,160
68619,2010,0,1352.609,4.56,160
68620,2010,9.85,1319.085,0,160
68621,2010,0,1286.151,0,160
68622,2010,0,1253.856,0.62,160
68623,2010,0,1222.25,4.96,160
68624,2010,0,1191.39,3.95,160
68625,2010,0,1161.336,0,160
68626,2010,0,1132.153,0,160
68627,2010,0,1103.911,0,160
68628,2010,0,1076.686,0,160
68629,2010,0,1050.556,0,160
68630,2010,0,1025.607,0,160
68631,2010,0,1001.927,0,160
68632,2010,,979.6094,,160
68633,2010,0,958.75,0,160
69051,2010,0,846.4731,0,900
69052,2010,0,829.7906,56.6,900
69053,2010,0,815.0758,0,900
69054,2010,0,802.4374,37.06,900
69055,2010,0,791.975,25.05,900
69056,2010,0,783.7763,37.1,900
69057,2010,0,777.913,1.47,900
69103,2010,0,312.1104,34.15,920
69104,2010,0,273.3571,75.75,920
69105,2010,0,235.5613,66.31,920
69106,2010,0,199.2705,17.48,920
69107,2010,0,165.4792,7.66,920
69108,2010,0,136.0643,17.47,920
69109,2010,,114.4524,,920
69332,2010,,973.7882,,155
69333,2010,38.84,960.4174,0,155
69334,2010,41.39,948.9034,0,155
69335,2010,0,939.3148,0,155
69336,2010,2.7,931.7114,77.45,155
69337,2010,0,1392.231,66.2,160
69338,2010,1.93,1356.645,38.85,160
69339,2010,0,1321.534,5.1,160
69340,2010,0,1286.94,0,160
69341,2010,0,1252.904,0.64,160
69342,2010,0,1219.476,2.62,160
69343,2010,0,1186.708,4.95,160
69344,2010,0,1154.657,5.63,160
69345,2010,0,1123.384,0,160
69346,2010,0,1092.959,0,160
69347,2010,0,1063.455,0,160
69348,2010,0,1034.951,0,160
69349,2010,0,1007.533,0,160
69350,2010,0,981.2928,0,160
69351,2010,,956.3286,,160
69770,2010,,816.4261,,900
69771,2010,0,796.6112,58.09,900
69772,2010,0,778.7265,70.5,900
69773,2010,0,762.9083,52.35,900
69774,2010,0,749.288,55.06,900
69775,2010,0,737.9877,38.77,900
69776,2010,0,729.1156,55.06,900
69777,2010,0,722.7615,47.82,900
69823,2010,,299.0859,,920
69824,2010,0,258.0426,50.6,920
69825,2010,0,217.2569,70.66,920
69826,2010,0,176.9087,64.86,920
69827,2010,0,137.3859,41.26,920
69828,2010,0,99.67744,27.86,920
69829,2010,0,66.92612,5.96,920
69831,2010,,63.36533,,920
69832,2010,,94.90903,,920
70053,2010,59.55,907.5856,4.86,155
70054,2010,57.68,895.3027,9.31,155
70055,2010,4.99,885.0589,53.93,155
70056,2010,0,876.9259,0,155
70057,2010,0,1364.823,66.53,160
70058,2010,0,1328.23,23.07,160
70059,2010,0,1292.079,13.89,160
70060,2010,0,1256.408,4.23,160
70061,2010,0,1221.26,0.1,160
70062,2010,2.7,1186.684,0,160
70063,2010,0,1152.731,0,160
70064,2010,0,1119.46,0,160
70065,2010,0,1086.933,0,160
70066,2010,0,1055.222,0,160
70067,2010,0,1024.402,0,160
70068,2010,0,994.5577,0,160
70069,2010,0,965.78,0,160
70070,2010,0,938.168,0,160
70072,2010,,886.8757,,160
70073,2010,,863.4305,,160
70074,2010,,841.6197,,160
70075,2010,,821.5742,,160
70490,2010,0,768.7844,40.71,900
70491,2010,0,747.5496,70.1,900
70492,2010,0,728.3181,58.39,900
70493,2010,0,711.253,42.17,900
70494,2010,0,696.514,42.12,900
70495,2010,0,684.2518,53.88,900
70496,2010,0,674.6021,74.55,900
70497,2010,0,667.6782,55.5,900
70544,2010,,254.1913,,920
70545,2010,0,212.3164,64.75,920
70546,2010,0,170.4456,66.04,920
70547,2010,0,128.5851,31.09,920
70548,2010,0,86.75193,57.13,920
70549,2010,0,45.02594,35.61,920
70550,2010,0,6.214468,0.61,920
70551,2010,0,39.49451,0,920
70552,2010,0,81.1842,0,920
70553,2010,,123.0107,,920
70773,2010,36.86,855.0981,23.75,155
70774,2010,4.68,841.9553,52.87,155
70775,2010,0,830.9751,68.35,155
70776,2010,0,822.2446,78.34,155
70777,2010,0,1339.133,57.08,160
70778,2010,0,1301.542,41.63,160
70779,2010,0,1264.355,14.96,160
70780,2010,0,1227.609,0.14,160
70781,2010,0,1191.345,0,160
70782,2010,0,1155.612,0,160
70783,2010,0,1120.46,0,160
70784,2010,0,1085.948,0,160
70785,2010,0,1052.138,0,160
70786,2010,0,1019.102,0,160
70787,2010,0,986.9192,0,160
70788,2010,0,955.676,0,160
70789,2010,0,925.4687,0,160
70790,2010,0,896.403,0,160
70791,2010,0,868.5944,0,160
70792,2010,0,842.1682,0,160
70793,2010,0,817.2594,0,160
70794,2010,0,794.0115,0,160
70795,2010,0,772.5752,0,160
70796,2010,0,753.1058,0,160
71210,2010,0,722.2689,42.06,900
71211,2010,0,699.4557,45.17,900
71212,2010,,678.7105,,900
71214,2010,,644.2063,,900
71215,2010,,630.8305,,900
71216,2010,,620.2732,,900
71217,2010,0,612.6804,17.27,900
71265,2010,0,221.6317,39.67,920
71266,2010,0,181.5826,81.87,920
71267,2010,,142.6867,,920
71268,2010,,106.2205,,920
71269,2010,,75.77883,,920
71270,2010,,61.14409,,920
71271,2010,0,72.60413,47.81,920
71272,2010,0,101.689,0,920
71273,2010,0,137.6457,0,920
71274,2010,,176.3182,,920
71493,2010,0,803.0215,26.42,155
71494,2010,0,788.9114,62.82,155
71495,2010,0,777.0983,58.55,155
71496,2010,0,767.6888,70.53,155
71497,2010,0,760.7722,54.77,155
71498,2010,0,1276.688,32.86,160
71499,2010,0,1238.478,0.14,160
71500,2010,0,1200.667,0,160
71501,2010,0,1163.293,0,160
71502,2010,0,1126.404,0,160
71503,2010,0,1090.047,0,160
71504,2010,0,1054.281,0,160
71505,2010,0,1019.167,0,160
71506,2010,0,984.7772,0,160
71507,2010,0,951.1906,0,160
71508,2010,0,918.4965,0,160
71509,2010,0,886.7945,0,160
71510,2010,8.07,856.1958,0,160
71511,2010,0,826.8239,0,160
71512,2010,0,798.8149,0,160
71513,2010,0,772.318,0,160
71514,2010,0,747.4948,0,160
71515,2010,0,724.5179,0,160
71516,2010,0,703.5692,0,160
71928,2010,,731.7261,,900
71929,2010,,703.5738,,900
71936,2010,,566.1807,,900
71937,2010,0,557.7919,0,900
71986,2010,,207.5009,,920
71991,2010,0,123.078,0,920
71992,2010,0,142.3217,47.8,920
71993,2010,0,170.0753,31.11,920
71994,2010,0,202.8753,0,920
72213,2010,,751.4401,,155
72214,2010,0,736.2355,35.49,155
72215,2010,0,723.4737,63.42,155
72216,2010,0,713.2859,62.74,155
72217,2010,0,705.7841,0,155
72218,2010,0,1253.777,19.85,160
72219,2010,0,1214.566,0.56,160
72220,2010,0,1175.709,0,160
72221,2010,0,1137.241,0,160
72222,2010,0,1099.206,0,160
72223,2010,0,1061.651,0,160
72224,2010,0,1024.629,0,160
72225,2010,0,988.2025,0,160
72226,2010,0,952.44,0,160
72227,2010,0,917.4205,0,160
72228,2010,0,883.2333,0,160
72229,2010,0,849.98,0,160
72230,2010,0,817.7753,0.05,160
72231,2010,0,786.7492,0,160
72232,2010,0,757.0473,0,160
72233,2010,0.52,728.8326,0,160
72234,2010,0,702.285,0,160
72235,2010,0,677.6015,0,160
72236,2010,0,654.9933,0,160
72648,2010,,692.0521,,900
72649,2010,,661.9991,,900
72656,2010,,512.3979,,900
72657,2010,,503.0468,,900
72708,2010,,193.1059,,920
72709,2010,,177.9517,,920
72710,2010,0,172.1425,0,920
72711,2010,0,176.6032,0,920
72712,2010,0,190.614,40.88,920
72713,2010,0,212.292,51.83,920
72714,2010,0,239.5642,31.28,920
72715,2010,,270.7446,,920
72934,2010,0,684.0117,20.09,155
72935,2010,0,670.1606,45.83,155
72936,2010,0,659.0729,14.14,155
72937,2010,0,650.8903,0,155
72938,2010,0,1232.916,32.11,160
72939,2010,5.52,1192.737,16.95,160
72940,2010,0,1152.863,0,160
72941,2010,0,1113.328,0,160
