gid,year,barren_ih,capdist,forest_ih,gwno
83019,2010,9.02,133.3106,0,155
83020,2010,97.1,1106.875,0,160
83021,2010,91.65,1061.795,0,160
83022,2010,11.01,1016.829,0,160
83023,2010,0,971.9966,0,160
83024,2010,2.71,927.3168,0,160
83025,2010,0,882.8143,0,160
83026,2010,0,838.5185,0,160
83027,2010,2.13,794.465,0,160
83028,2010,0,750.6975,0,160
83029,2010,0,707.2704,0,160
83030,2010,0,664.2515,0,160
83031,2010,0,621.7266,0,160
83032,2010,0,579.8055,0,160
83033,2010,0,538.6304,0,160
83034,2010,0,498.3872,0,160
83035,2010,0,459.3219,0,160
83036,2010,0,421.763,0,160
83037,2010,0,386.1514,0,160
83038,2010,0,353.0777,0,160
83039,2010,2.36,323.3225,17.61,160
83040,2010,0,297.8828,0,160
83041,2010,0,277.9466,0,160
83042,2010,0,264.7607,0,160
83043,2010,0,259.3569,0,160
83044,2010,0,262.2171,0,160
83045,2010,0,324.3069,0,165
83046,2010,0,306.1328,0,165
83047,2010,0,294.2271,0,165
83048,2010,0,289.3649,0,165
83049,2010,0,291.8983,0,165
83050,2010,0,301.6412,0,165
83051,2010,0,317.9312,0,165
83052,2010,0,339.8277,0,165
83053,2010,0,366.3262,0,165
83054,2010,0,1900.75,0,140
83055,2010,0,1886.971,0,140
83056,2010,0,1874.455,0,140
83057,2010,,1863.229,,140
83197,2010,0,1212.152,0,560
83198,2010,0,1173.541,0,560
83199,2010,0,1135.696,0,560
83200,2010,1,1098.699,0,560
83201,2010,1.45,1062.639,0,560
83202,2010,0,1027.614,0,560
83203,2010,0,993.7354,0,560
83204,2010,0,961.1244,0,560
83205,2010,0,929.9152,0,560
83206,2010,0,900.2541,0,560
83207,2010,0,872.2997,0,560
83208,2010,0,846.2216,0,560
83209,2010,0,822.1989,0,560
83210,2010,0,800.4172,0,560
83211,2010,0,781.0643,0,560
83212,2010,0,764.3251,0,560
83213,2010,0,750.3749,0,560
83214,2010,0,739.3719,1.04,560
83215,2010,0,731.4491,1.05,560
83216,2010,0,726.7076,1.01,560
83217,2010,0,725.2097,0.92,560
83218,2010,0,726.9757,3.75,560
83219,2010,,731.9818,,560
83392,2010,0,3103.751,0,900
83393,2010,0,3058.343,19.09,900
83394,2010,0,3012.923,0,900
83395,2010,0,2967.494,0,900
83396,2010,0,2922.055,0,900
83397,2010,0,2876.607,0,900
83398,2010,0,2831.152,0,900
83399,2010,0,2785.689,0,900
83400,2010,0,2740.22,0,900
83401,2010,0,2694.746,0,900
83402,2010,0,2649.268,0,900
83403,2010,0,2603.785,0,900
83404,2010,0,2558.301,0,900
83405,2010,0,2512.815,0,900
83406,2010,0,2467.329,0,900
83407,2010,0,2421.844,0,900
83408,2010,0,2376.361,0,900
83409,2010,0,2330.881,0,900
83410,2010,0,2285.406,0,900
83411,2010,0,2239.938,0,900
83412,2010,0,2194.478,0,900
83413,2010,0,2149.027,0,900
83414,2010,0,2103.587,0,900
83415,2010,0,2058.161,0,900
83416,2010,,2012.75,,900
83417,2010,,1967.356,,900
83425,2010,,1605.179,,900
83426,2010,,1560.083,,900
83427,2010,,1515.041,,900
83428,2010,0,1470.059,0,900
83429,2010,0,1425.146,0,900
83430,2010,0,1380.308,0,900
83431,2010,0,1335.554,0,900
83432,2010,0,1290.894,0,900
83433,2010,1.74,1246.339,0,900
83434,2010,0,1201.903,0,900
83435,2010,0,1157.6,0,900
83436,2010,0,1113.446,0,900
83437,2010,0,1069.462,0,900
83438,2010,0,1025.67,0,900
83439,2010,0,982.098,0,900
83440,2010,0,938.7767,0,900
83441,2010,0,895.7439,0,900
83442,2010,0,853.0444,0,900
83443,2010,0,810.7319,0,900
83444,2010,0,768.8715,0,900
83445,2010,0,727.5422,0,900
83446,2010,0,686.8409,0,900
83447,2010,0,646.8873,0,900
83448,2010,0,607.8298,0,900
83449,2010,0,569.8538,0,900
83450,2010,0,533.1915,0,900
83451,2010,0,498.1338,0,900
83452,2010,0,465.0448,0,900
83453,2010,0,434.3755,0,900
83454,2010,0,406.6744,0,900
83455,2010,0,382.5876,0,900
83456,2010,0,362.8361,0,900
83457,2010,0,348.1592,0.92,900
83458,2010,0,339.2166,0,900
83459,2010,0,336.4659,0,900
83460,2010,0,340.0575,0,900
83461,2010,0,349.7961,0,900
83462,2010,0,365.1899,0,900
83463,2010,0,385.5619,49.8,900
83464,2010,0,410.1705,69.02,900
83465,2010,0,438.3022,84.22,900
83466,2010,,469.3234,,900
83737,2010,,214.2013,,155
83738,2010,0,196.3161,0,155
83739,2010,21.54,188.6878,0,155
83740,2010,96.7,1124.039,0,160
83741,2010,55.55,1079.422,0,160
83742,2010,22.2,1034.97,0,160
83743,2010,5,990.7064,0,160
83744,2010,2.24,946.6592,0,160
83745,2010,0,902.861,0,160
83746,2010,2.56,859.3509,0,160
83747,2010,13.78,816.176,0,160
83748,2010,0,773.3937,0,160
83749,2010,0,731.0739,0,160
83750,2010,0,689.3027,0,160
83751,2010,0,648.1874,0,160
83752,2010,0,607.8621,0,160
83753,2010,0,568.496,0,160
83754,2010,0,530.3036,0,160
83755,2010,0,493.5587,0,160
83756,2010,0,458.61,0,160
83757,2010,0,425.9009,0,160
83758,2010,0,395.9876,0,160
83759,2010,0,369.5505,0,160
83760,2010,0,347.3848,0,160
83761,2010,0,330.3519,0,160
83762,2010,0,319.2748,0,160
83763,2010,0,314.7832,0,160
83764,2010,0,317.157,0,160
83765,2010,0,374.7605,0,165
83766,2010,0,359.0595,0,165
83767,2010,0,348.907,0,165
83768,2010,0,344.7937,0,165
83769,2010,0,346.9345,0,165
83770,2010,0,355.2163,0,165
83771,2010,0,369.226,0,165
83772,2010,0,1880.295,0,140
83773,2010,0,1863.546,0,140
83774,2010,0,1848.035,0,140
83775,2010,0,1833.794,0,140
83776,2010,0,1820.854,0,140
83777,2010,,1809.241,,140
83778,2010,,1798.983,,140
83917,2010,0,1181.868,0,560
83918,2010,0,1142.026,0,560
83919,2010,0,1102.897,0,560
83920,2010,0,1064.562,0,560
83921,2010,0,1027.109,0,560
83922,2010,0,990.6396,0,560
83923,2010,0,955.2667,0,560
83924,2010,0,921.1175,0,560
83925,2010,0,888.3337,0,560
83926,2010,0,857.0727,0,560
83927,2010,0,827.5076,0,560
83928,2010,0,799.8271,0,560
83929,2010,0,774.2339,0,560
83930,2010,0,750.9418,0,560
83931,2010,0,730.1716,0,560
83932,2010,0,712.1443,0,560
83933,2010,0,697.0731,0,560
83934,2010,0,685.1534,0,560
83935,2010,0,676.5519,0,560
83936,2010,0,671.3964,0,560
83937,2010,0,669.7666,2.82,560
83938,2010,0,671.6881,0,560
83939,2010,0,677.1307,0,560
83940,2010,,686.0104,,560
84112,2010,0,3118.995,1.35,900
84113,2010,0,3073.547,3.7,900
84114,2010,0,3028.09,0,900
84115,2010,0,2982.626,0,900
84116,2010,0,2937.157,0,900
84117,2010,0,2891.682,0,900
84118,2010,0,2846.202,0,900
84119,2010,0,2800.72,0,900
84120,2010,0,2755.235,0,900
84121,2010,0,2709.749,0,900
84122,2010,0,2664.263,0,900
84123,2010,0,2618.778,0,900
84124,2010,0,2573.296,0,900
84125,2010,0,2527.817,0,900
84126,2010,0,2482.343,0,900
84127,2010,0,2436.876,0,900
84128,2010,0,2391.417,0,900
84129,2010,0,2345.967,0,900
84130,2010,0,2300.529,0,900
84131,2010,0,2255.104,0,900
84132,2010,0,2209.695,0,900
84133,2010,0,2164.302,0,900
84134,2010,0,2118.93,0,900
84135,2010,0,2073.579,0,900
84136,2010,0,2028.254,0,900
84137,2010,0,1982.956,0,900
84138,2010,0,1937.688,0,900
84139,2010,,1892.454,,900
84140,2010,,1847.258,,900
84141,2010,,1802.104,,900
84142,2010,,1756.995,,900
84143,2010,,1711.938,,900
84144,2010,0,1666.936,0,900
84145,2010,0,1621.995,0,900
84146,2010,0,1577.123,0,900
84147,2010,0,1532.326,0,900
84148,2010,0,1487.613,0,900
84149,2010,0,1442.99,0,900
84150,2010,0,1398.47,0,900
84151,2010,0,1354.063,0,900
84152,2010,3.63,1309.782,0,900
84153,2010,3.34,1265.64,0,900
84154,2010,0,1221.655,0,900
84155,2010,0,1177.844,0,900
84156,2010,1.47,1134.23,0,900
84157,2010,0,1090.836,0,900
84158,2010,0,1047.691,0,900
84159,2010,0,1004.829,0,900
84160,2010,0,962.2881,0,900
84161,2010,0,920.114,0,900
84162,2010,0,878.3607,0,900
84163,2010,0,837.0922,0,900
84164,2010,0,796.3848,0,900
84165,2010,0,756.3302,0,900
84166,2010,0,717.0389,0,900
84167,2010,0,678.6444,0,900
84168,2010,0,641.3088,0,900
84169,2010,0,605.2291,0,900
84170,2010,0,570.6445,0,900
84171,2010,0,537.8442,0,900
84172,2010,0,507.1754,0,900
84173,2010,0,479.0485,0,900
84174,2010,0,453.937,0,900
84175,2010,0,432.3671,0,900
84176,2010,0,414.8922,0,900
84177,2010,0,402.0471,0,900
84178,2010,0,394.2847,7.94,900
84179,2010,0,391.9073,0,900
84180,2010,0,395.0124,0,900
84181,2010,0,403.4733,18.68,900
84182,2010,0,416.9637,24.55,900
84183,2010,0,435.016,55.31,900
84184,2010,0,457.0893,79.1,900
84185,2010,0,482.6319,69.6,900
84186,2010,0,511.1233,14.57,900
84457,2010,,264.4149,,155
84458,2010,0,250.0663,0.08,155
84459,2010,38.04,244.0907,0,155
84460,2010,96.92,1143.609,0,160
84461,2010,52.78,1099.54,0,160
84462,2010,36.07,1055.689,0,160
84463,2010,15.99,1012.088,0.05,160
84464,2010,57.41,968.7704,0,160
84465,2010,2.73,925.7776,0,160
84466,2010,0,883.1578,0,160
84467,2010,0,840.969,0,160
84468,2010,0,799.2803,0,160
84469,2010,0,758.1752,0,160
84470,2010,0,717.7552,0,160
84471,2010,0,678.1436,0,160
84472,2010,0,639.4917,0,160
84473,2010,0,601.9854,0,160
84474,2010,0,565.8533,0,160
84475,2010,0,531.3768,0,160
84476,2010,0,498.9001,0,160
84477,2010,0,468.8399,0,160
84478,2010,0,441.6904,0,160
84479,2010,0,418.0199,0,160
84480,2010,2.35,398.4494,2.86,160
84481,2010,1.28,383.6075,0,160
84482,2010,0,374.0577,0,160
84483,2010,0,370.2102,0,160
84484,2010,0,372.2417,0,160
84485,2010,0,426.4496,0,165
84486,2010,0,412.6429,0,165
84487,2010,0,403.7907,0,165
84488,2010,0,400.2222,0,165
84489,2010,0,402.0781,0,165
84490,2010,0,409.2847,0,165
84491,2010,0,1847.359,0,140
84492,2010,0,1828.82,0,140
84493,2010,0,1811.517,0,140
84494,2010,0,1795.484,9.87,140
84495,2010,0,1780.756,0,140
84496,2010,0,1767.367,0,140
84497,2010,0,1755.346,0,140
84498,2010,0,1744.723,0,140
84499,2010,,1735.522,,140
84636,2010,0,1195.09,0,560
84637,2010,0,1153.435,0,560
84638,2010,0,1112.365,0,560
84639,2010,0,1071.947,0,560
84640,2010,0,1032.26,0,560
84641,2010,0.05,993.3908,0,560
84642,2010,0.04,955.4408,0,560
84643,2010,0,918.5244,0,560
84644,2010,0,882.772,0,560
84645,2010,0,848.3314,0,560
84646,2010,0,815.3696,0,560
84647,2010,0,784.0737,0,560
84648,2010,0,754.6514,0,560
84649,2010,0,727.3309,0,560
84650,2010,0,702.3578,0,560
84651,2010,0,679.9914,0,560
84652,2010,0,660.4969,0,560
84653,2010,0,644.1354,0,560
84654,2010,0,631.151,0,560
84655,2010,0,621.7555,0,560
84656,2010,0,616.1133,0,560
84657,2010,0,614.3278,1.9,560
84658,2010,0,616.4327,0,560
84659,2010,0,622.3884,1.35,560
84660,2010,0,632.0861,11.75,560
84661,2010,,645.3567,,560
84831,2010,,3180.541,,900
84832,2010,0,3135.072,0,900
84833,2010,0,3089.597,0,900
84834,2010,0,3044.119,0,900
84835,2010,0,2998.636,0,900
84836,2010,0,2953.152,0,900
84837,2010,0,2907.666,0,900
84838,2010,0,2862.18,0,900
84839,2010,0,2816.695,0,900
84840,2010,0,2771.212,0,900
84841,2010,0,2725.732,0,900
84842,2010,0,2680.258,0,900
84843,2010,0,2634.79,0,900
84844,2010,2.93,2589.329,0,900
84845,2010,0,2543.878,0,900
84846,2010,0,2498.438,0,900
84847,2010,0,2453.011,0,900
84848,2010,0,2407.598,0,900
84849,2010,0,2362.202,0,900
84850,2010,0,2316.825,0,900
84851,2010,0,2271.469,0,900
84852,2010,0,2226.136,0,900
84853,2010,0,2180.83,0,900
84854,2010,0,2135.552,0,900
84855,2010,0,2090.306,0,900
84856,2010,0,2045.095,0,900
84857,2010,0,1999.923,0,900
84858,2010,0,1954.794,0,900
84859,2010,0,1909.711,0,900
84860,2010,0,1864.679,0,900
84861,2010,0,1819.703,0,900
84862,2010,0,1774.789,0,900
84863,2010,0,1729.942,0,900
84864,2010,0,1685.169,0,900
84865,2010,0,1640.476,0,900
84866,2010,0,1595.872,0,900
84867,2010,0,1551.366,0,900
84868,2010,0,1506.968,0,900
84869,2010,0,1462.687,0,900
84870,2010,0,1418.536,0,900
84871,2010,0.96,1374.53,0,900
84872,2010,2.86,1330.683,0,900
84873,2010,0,1287.013,0,900
84874,2010,1.94,1243.539,0,900
84875,2010,0,1200.284,0,900
84876,2010,7.27,1157.273,0,900
84877,2010,3.69,1114.536,0,900
84878,2010,0,1072.106,0,900
84879,2010,0,1030.024,0,900
84880,2010,0,988.3326,0,900
84881,2010,0,947.0864,0,900
84882,2010,0,906.3466,0,900
84883,2010,0,866.1856,0,900
84884,2010,0,826.6889,0,900
84885,2010,0,787.9573,0,900
84886,2010,0,750.1104,0,900
84887,2010,0,713.2899,0,900
84888,2010,0,677.664,0,900
84889,2010,0,643.4321,0,900
84890,2010,0,610.8295,0,900
84891,2010,0,580.1317,0,900
84892,2010,0,551.6575,0,900
84893,2010,0,525.7692,0,900
84894,2010,0,502.8668,0,900
84895,2010,0,483.3755,0,900
84896,2010,0,467.7224,0,900
84897,2010,0,456.3031,0,900
84898,2010,0,449.4406,0,900
84899,2010,0,447.3449,0,900
84900,2010,0,450.0827,5.99,900
84901,2010,0,457.5671,3.92,900
84902,2010,0,469.571,0,900
84903,2010,0,485.7593,30.23,900
84904,2010,0,505.7299,56.28,900
84905,2010,0,529.0542,75.42,900
84906,2010,0,555.3093,58.32,900
84907,2010,,584.0997,,900
85177,2010,0,316.3734,0,155
85178,2010,0,304.4184,0,155
85179,2010,5.34,299.5027,0,155
85180,2010,96.04,1165.464,0,160
85181,2010,74.78,1122.013,0,160
85182,2010,24.97,1078.839,0,160
85183,2010,22.17,1035.975,0,160
85184,2010,87.8,993.465,0,160
85185,2010,30.3,951.356,0,160
85186,2010,0,909.7051,0,160
85187,2010,0,868.5791,0,160
85188,2010,0,828.0573,0,160
85189,2010,0,788.2336,0,160
85190,2010,0,749.2206,0,160
85191,2010,0,711.1526,0,160
85192,2010,0,674.1905,0,160
85193,2010,0,638.5273,0,160
85194,2010,7.27,604.394,0,160
85195,2010,2.42,572.0652,0,160
85196,2010,1.38,541.8647,0,160
85197,2010,0,514.1686,0,160
85198,2010,0,489.4028,0,160
85199,2010,0,468.0332,0,160
85200,2010,0,450.544,0,160
85201,2010,1.56,437.4012,9.18,160
85202,2010,0,429.0048,0,160
85203,2010,0,425.636,0,160
85204,2010,0,427.4137,0,160
85205,2010,0,478.973,0,165
85206,2010,0,466.6553,0,165
85207,2010,0,458.8036,0,165
85208,2010,0,455.649,0,165
85209,2010,0,1838.67,0,140
85210,2010,0,1817.11,0,140
85211,2010,0,1796.734,0,140
85212,2010,0,1777.582,0,140
85213,2010,0,1759.694,0,140
85214,2010,0,1743.111,2.97,140
85215,2010,0,1727.869,15.71,140
85216,2010,0,1714.005,13.69,140
85217,2010,0,1701.552,16.02,140
85218,2010,,1690.541,,140
85219,2010,14.27,1681.002,1.33,140
85220,2010,,1672.959,,140
85355,2010,,1213.07,,560
85356,2010,0,1169.799,0,560
85357,2010,0,1126.994,0,560
85358,2010,0,1084.709,0,560
85359,2010,2.13,1043.01,0,560
85360,2010,0.07,1001.97,0,560
85361,2010,0.12,961.6738,0,560
85362,2010,0.24,922.2203,0,560
85363,2010,0.02,883.723,0,560
85364,2010,0,846.3129,0,560
85365,2010,0,810.1414,0,560
85366,2010,0,775.3825,0,560
85367,2010,0,742.2353,0,560
85368,2010,0,710.9259,0,560
85369,2010,0,681.7082,0,560
85370,2010,0,654.8626,0,560
85371,2010,0,630.6927,0,560
85372,2010,5.23,609.5174,0,560
85373,2010,0,591.6585,0,560
85374,2010,0,577.4243,0,560
85375,2010,0,567.0879,0,560
85376,2010,0,560.8651,0,560
85377,2010,0,558.8934,0,560
85378,2010,0,561.2177,0,560
85379,2010,0,567.7852,0,560
85380,2010,0,578.4512,6.45,560
85381,2010,0,592.9945,2.11,560
85382,2010,,611.1381,,560
85551,2010,0,3197.451,0,900
85552,2010,0,3151.967,0,900
85553,2010,0,3106.481,0,900
85554,2010,0,3060.995,0,900
85555,2010,0,3015.51,0,900
85556,2010,0,2970.026,0,900
85557,2010,0,2924.545,0,900
85558,2010,0,2879.069,0,900
85559,2010,0,2833.598,0,900
85560,2010,0,2788.134,0,900
85561,2010,0,2742.679,0,900
85562,2010,0,2697.234,0,900
85563,2010,0,2651.802,0,900
85564,2010,0,2606.383,0,900
85565,2010,0,2560.979,0,900
85566,2010,0,2515.593,0,900
85567,2010,0,2470.227,0,900
85568,2010,0,2424.883,0,900
85569,2010,0,2379.563,0,900
85570,2010,0,2334.269,0,900
85571,2010,0,2289.006,0,900
85572,2010,0,2243.775,0,900
85573,2010,0,2198.579,0,900
85574,2010,0,2153.423,0,900
85575,2010,0,2108.309,0,900
85576,2010,0,2063.242,0,900
85577,2010,0,2018.225,0,900
85578,2010,0,1973.264,0,900
85579,2010,0,1928.363,0,900
85580,2010,0,1883.528,0,900
85581,2010,0,1838.764,0,900
85582,2010,0,1794.079,0,900
85583,2010,0,1749.478,0,900
85584,2010,0,1704.971,0,900
85585,2010,0,1660.565,0,900
85586,2010,0,1616.27,0,900
85587,2010,0,1572.096,0,900
85588,2010,0,1528.055,0,900
85589,2010,0,1484.16,0,900
85590,2010,0,1440.426,0,900
85591,2010,0,1396.868,0,900
85592,2010,0,1353.504,0,900
85593,2010,0,1310.355,0,900
85594,2010,0,1267.444,0,900
85595,2010,1.04,1224.797,0,900
85596,2010,1.75,1182.443,0,900
85597,2010,0,1140.417,0,900
85598,2010,0,1098.756,0,900
85599,2010,0,1057.505,0,900
85600,2010,2.13,1016.715,0,900
85601,2010,0,976.4446,0,900
85602,2010,0,936.762,0,900
85603,2010,0,897.7458,0,900
85604,2010,0,859.4879,0,900
85605,2010,0,822.095,0,900
85606,2010,0,785.6917,0,900
85607,2010,0,750.4227,0,900
85608,2010,0,716.4565,0,900
85609,2010,0,683.988,0,900
85610,2010,0,653.2415,0,900
85611,2010,0,624.4719,0,900
85612,2010,0,597.9655,0,900
85613,2010,0,574.0365,0,900
85614,2010,0,553.0201,0,900
85615,2010,0,535.2601,0,900
85616,2010,0,521.0898,0,900
85617,2010,,510.8085,,900
85618,2010,0,504.6542,0,900
85619,2010,0,502.7786,16.76,900
85620,2010,0,505.2293,14.81,900
85621,2010,0,511.9442,0,900
85622,2010,0,522.7588,0,900
85623,2010,0,537.4255,9.79,900
85624,2010,0,555.639,19.5,900
85625,2010,0,577.0632,71.67,900
85626,2010,0,601.3545,73.19,900
85627,2010,,628.1799,,900
85897,2010,,369.3393,,155
85898,2010,0,359.0971,0,155
85899,2010,5.35,354.9174,0,155
85900,2010,88.69,357.0133,0,155
85901,2010,86.12,1146.704,0,160
85902,2010,40.69,1104.264,0,160
85903,2010,19.13,1062.199,0,160
85904,2010,24.59,1020.555,0,160
85905,2010,2.77,979.3871,0,160
85906,2010,0,938.7595,0,160
85907,2010,0,898.746,0,160
85908,2010,0,859.4335,0,160
85909,2010,5.53,820.9234,0,160
85910,2010,24.38,783.3351,2.01,160
85911,2010,0,746.8088,3.14,160
85912,2010,0,711.5087,0,160
85913,2010,0,677.6274,0,160
85914,2010,4.84,645.3892,0,160
85915,2010,14.13,615.0534,0,160
85916,2010,13.09,586.9156,1.94,160
85917,2010,0,561.3071,0,160
85918,2010,0,538.5896,0,160
85919,2010,0,519.1431,0,160
85920,2010,0,503.3475,0,160
85921,2010,0,491.555,23.2,160
85922,2010,0,484.0587,6.04,160
85923,2010,0,481.0596,0,160
85924,2010,0,482.6416,0,160
85925,2010,0,488.7602,0,160
85926,2010,0,520.9619,0,165
85927,2010,0,513.9026,0,165
85928,2010,0,1813.116,0,140
85929,2010,0,1789.699,0,140
85930,2010,0,1767.444,0,140
85931,2010,0,1746.396,0,140
85932,2010,0,1726.599,0,140
85933,2010,0,1708.097,0,140
85934,2010,0,1690.932,0,140
85935,2010,0,1675.146,5.06,140
85936,2010,0,1660.779,21.72,140
85937,2010,0,1647.867,28.28,140
85938,2010,0,1636.446,17.78,140
85939,2010,0,1626.546,8.92,140
85940,2010,10.51,1618.196,8.42,140
86075,2010,0,1190.935,0,560
86076,2010,0,1146.609,0,560
86077,2010,0,1102.685,0,560
86078,2010,0.51,1059.215,0,560
86079,2010,0.01,1016.256,0,560
86080,2010,0.02,973.8787,0,560
86081,2010,0.22,932.1616,0,560
86082,2010,0.4,891.1988,0,560
86083,2010,0.02,851.0999,0,560
86084,2010,0,811.9935,0,560
86085,2010,0,774.0309,0,560
86086,2010,0,737.3895,0,560
86087,2010,0,702.2767,0,560
86088,2010,0,668.9338,0,560
86089,2010,0,637.6394,0,560
86090,2010,2.54,608.7098,0,560
86091,2010,0,582.4982,0,560
86092,2010,0,559.3871,0,560
86093,2010,0,539.7754,0,560
86094,2010,0,524.0565,0,560
86095,2010,0,512.5888,0,560
86096,2010,0,106.6234,0,570
86097,2010,0,127.2759,0,570
86098,2010,0,506.0549,0,560
86099,2010,0,513.3639,0,560
86100,2010,0,525.1933,10.01,560
86101,2010,0,541.2466,20.24,560
86102,2010,0,561.1612,3.07,560
86270,2010,,3260.639,,900
86271,2010,0,3215.153,0,900
86272,2010,0,3169.668,0,900
86273,2010,0,3124.185,0,900
86274,2010,0,3078.706,0,900
86275,2010,0,3033.232,0,900
86276,2010,0,2987.764,0,900
86277,2010,0,2942.303,0,900
86278,2010,0,2896.852,0,900
86279,2010,0,2851.412,0,900
86280,2010,0,2805.984,0,900
86281,2010,0,2760.571,0,900
86282,2010,0,2715.174,0,900
86283,2010,0,2669.794,0,900
86284,2010,0,2624.435,0,900
86285,2010,0,2579.098,0,900
86286,2010,0,2533.786,0,900
86287,2010,0,2488.501,0,900
86288,2010,0,2443.246,0,900
86289,2010,0,2398.024,0,900
86290,2010,0,2352.837,0,900
86291,2010,0,2307.688,0,900
86292,2010,0,2262.583,0,900
86293,2010,0,2217.522,0,900
86294,2010,0,2172.512,0,900
86295,2010,0,2127.556,0,900
86296,2010,0,2082.658,0,900
86297,2010,0,2037.825,0,900
86298,2010,0,1993.06,0,900
86299,2010,0,1948.37,0,900
86300,2010,0,1903.761,0,900
86301,2010,0,1859.241,0,900
86302,2010,0,1814.816,0,900
86303,2010,0,1770.496,0,900
86304,2010,0,1726.288,0,900
86305,2010,0,1682.204,0,900
86306,2010,0,1638.253,0,900
86307,2010,0,1594.449,0,900
86308,2010,0,1550.805,0,900
86309,2010,0,1507.335,0,900
86310,2010,0,1464.056,0,900
86311,2010,0,1420.987,0,900
86312,2010,0,1378.148,0,900
86313,2010,0,1335.563,0,900
86314,2010,0,1293.258,0,900
86315,2010,2.22,1251.261,0,900
86316,2010,2.32,1209.607,0,900
86317,2010,0,1168.332,0,900
86318,2010,0,1127.48,0,900
86319,2010,0,1087.099,0,900
86320,2010,3.16,1047.244,0,900
86321,2010,1.26,1007.98,0,900
86322,2010,0,969.3776,0,900
86323,2010,0,931.5214,0,900
86324,2010,0,894.5066,0,900
86325,2010,0,858.4431,0,900
86326,2010,0,823.4566,0,900
86327,2010,0,789.6912,0,900
86328,2010,0,757.311,0,900
86329,2010,0,726.502,0,900
86330,2010,0,697.4733,0,900
86331,2010,0,670.4567,0,900
86332,2010,0,645.7056,0,900
86333,2010,0,623.4903,0,900
86334,2010,0,604.0912,0,900
86335,2010,0,587.7878,0,900
86336,2010,0,574.8438,0,900
86337,2010,,565.4901,,900
86338,2010,0,559.9072,0,900
86339,2010,0,558.2081,0,900
86340,2010,0,560.4283,5.91,900
86341,2010,0,566.5217,18.66,900
86342,2010,0,576.3652,2.93,900
86343,2010,0,589.7709,5.76,900
86344,2010,0,606.5025,0,900
86345,2010,0,626.2929,51.83,900
86346,2010,0,648.8621,84.8,900
86347,2010,0,673.9302,23.61,900
86618,2010,0,413.9715,0,155
86619,2010,8.03,410.3322,0,155
86620,2010,97.01,412.1558,0,155
86621,2010,94.12,1173.471,0,160
86622,2010,75,1131.812,0,160
86623,2010,13.85,1090.589,0,160
86624,2010,21.89,1049.853,0,160
86625,2010,0,1009.666,0,160
86626,2010,0,970.095,0,160
86627,2010,0,931.2205,0,160
86628,2010,0,893.1343,0,160
86629,2010,0,855.9423,0,160
86630,2010,13.16,819.7672,0,160
86631,2010,21.44,784.7505,1.29,160
86632,2010,0,751.0549,0,160
86633,2010,0,718.8672,0,160
86634,2010,0,688.3995,0,160
86635,2010,0,659.891,0,160
86636,2010,0,633.6066,0,160
86637,2010,0,609.8348,0,160
86638,2010,0,588.8804,0,160
86639,2010,0,571.0541,0,160
86640,2010,0,556.6569,0,160
86641,2010,0,545.9605,17.36,160
86642,2010,0,539.1854,1.79,160
86643,2010,0,536.4804,0,160
86644,2010,0,537.9069,0,160
86645,2010,0,543.4323,0,160
86646,2010,0,552.9337,0,160
86647,2010,0,1790.572,0,140
86648,2010,0,1765.274,0,140
86649,2010,0,1741.109,0,140
86650,2010,0,1718.126,0,140
86651,2010,0,1696.372,0,140
86652,2010,0,1675.896,0,140
86653,2010,0,1656.745,20.87,140
86654,2010,0,1638.966,18.49,140
86655,2010,0,1622.604,34.16,140
86656,2010,0,1607.703,0,140
86657,2010,0,1594.304,35.69,140
86658,2010,0,1582.445,33.56,140
86659,2010,0,1572.161,40.67,140
86660,2010,0,1563.483,51.27,140
86661,2010,,1556.439,,140
86794,2010,,1216.617,,560
86795,2010,0,1170.984,0,560
86796,2010,0,1125.65,0,560
86797,2010,0,1080.654,0,560
86798,2010,0,1036.041,0,560
86799,2010,0,991.8629,0,560
86800,2010,0.03,948.1813,0,560
86801,2010,0.01,905.0692,0,560
86802,2010,0.42,862.6125,0,560
86803,2010,0.01,820.9138,0,560
86804,2010,0,780.0953,0,560
86805,2010,0,740.3035,0,560
86806,2010,0,701.7136,0.03,560
86807,2010,0,664.5359,0,560
86808,2010,0,629.0214,0,560
86809,2010,0,595.4684,0.1,560
86810,2010,0,564.2277,0.03,560
86811,2010,2.64,535.7044,0,560
86812,2010,0,510.3549,0,560
86813,2010,0,488.6737,0,560
86814,2010,0,471.168,0,560
86815,2010,0,53.09104,0,570
86816,2010,0,54.54625,0,570
86817,2010,0,88.48737,0,570
86818,2010,0,131.8436,0,570
86819,2010,0,459.1876,0,560
86820,2010,0,472.4382,10.81,560
86821,2010,1.34,490.3061,17.83,560
86822,2010,0,512.3081,0,560
86823,2010,,537.937,,560
86990,2010,,3279.111,,900
86991,2010,0,3233.633,0,900
86992,2010,0,3188.16,0,900
86993,2010,0,3142.694,0,900
86994,2010,0,3097.236,0,900
86995,2010,0,3051.787,0,900
86996,2010,0,3006.349,0,900
86997,2010,0,2960.925,0,900
86998,2010,0,2915.514,0,900
86999,2010,0,2870.12,0,900
87000,2010,0,2824.745,0,900
87001,2010,0,2779.389,0,900
87002,2010,0,2734.056,0,900
87003,2010,0,2688.748,0,900
87004,2010,0,2643.466,0,900
87005,2010,0,2598.215,0,900
87006,2010,0,2552.995,0,900
